pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,pi^0,pi^1,pi^2,pi^3,mu^0_0,mu^0_1,mu^1_0,mu^1_1,mu^2_0,mu^2_1,mu^3_0,mu^3_1,sigma^0_00,sigma^0_01,sigma^0_10,sigma^0_11,sigma^1_00,sigma^1_01,sigma^1_10,sigma^1_11,sigma^2_00,sigma^2_01,sigma^2_10,sigma^2_11,sigma^3_00,sigma^3_01,sigma^3_10,sigma^3_11,logL,step
0.212576,0.0849753,0.297359,0.405091,4.30399,1.00803,1.60813,-6.56835,-0.710944,-4.14066,7.31658,8.17462,3.95593,-0.371421,-0.371421,6.1275,0.324211,0.137005,0.137005,0.0480975,0.896673,-3.19459,-3.19459,4.05065,2.63392,-0.176327,-0.176327,0.253604,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.184167,0.330359,0.465482,0.0199917,9.7913,-9.49053,6.19117,7.63408,-8.49826,-3.47061,-2.04877,-3.7127,0.582298,-0.160055,-0.160055,0.0138208,0.00989035,0.0764533,0.0764533,0.232451,0.848563,-0.669687,-0.669687,1.11654,0.619786,-0.119026,-0.119026,5.02979,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.20683,0.322972,0.369872,0.100326,-3.64504,-3.96404,1.13468,-6.89064,3.47345,-3.71866,-3.4154,3.82743,0.159575,0.371014,0.371014,0.404047,0.821166,-0.512589,-0.512589,0.065799,3.69866,-0.0995663,-0.0995663,0.0637422,0.776131,-1.6878,-1.6878,0.0172266,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.331081,0.13294,0.153669,0.38231,-1.58744,-1.52123,6.19496,7.11575,1.6867,8.59838,4.92862,-1.53807,2.13177,0.130412,0.130412,0.105207,0.029154,-0.875364,-0.875364,1.3165,1.55333,0.110384,0.110384,0.0115252,2.27326,-1.30593,-1.30593,0.143848,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0267182,0.721107,0.069289,0.182886,1.15632,4.73218,-3.97033,-4.85032,3.35116,-3.49193,-2.35447,9.53975,0.0169196,-0.651871,-0.651871,0.172892,0.292898,-2.42083,-2.42083,0.100671,0.787808,1.24567,1.24567,1.11822,0.384263,-0.389199,-0.389199,0.0504317,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0197351,0.134226,0.339812,0.506227,6.93643,-6.21022,7.81501,-2.93039,4.34821,-1.5722,-9.07607,-0.0780491,1.07983,-0.0487084,-0.0487084,1.04725,1.57765,-1.15019,-1.15019,0.406662,0.963168,6.31586,6.31586,0.119484,0.000101542,-0.18851,-0.18851,0.769359,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0761759,0.215614,0.320973,0.387237,1.45252,4.33793,-1.48322,2.67816,0.573101,-5.93221,-2.67146,-1.25537,0.267564,-1.41327,-1.41327,0.478065,0.12595,0.0712448,0.0712448,1.48677,0.000740039,-0.249473,-0.249473,1.65127,0.0617788,0.0402766,0.0402766,3.23515,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.203638,0.464008,0.323383,0.00897184,5.25548,3.74266,2.77428,5.92703,6.79085,7.38888,-2.40426,-0.688679,0.098726,-0.444802,-0.444802,0.734804,2.11833,-0.0641869,-0.0641869,0.22368,0.0656406,-1.18985,-1.18985,0.133795,1.79819,-0.0677644,-0.0677644,0.00386718,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0469929,0.704512,0.195491,0.0530042,-6.61282,-0.614417,3.29269,2.95206,-7.54954,-9.1372,3.17354,-4.58233,2.24722,-0.228956,-0.228956,1.68808,2.33708,-0.0962788,-0.0962788,0.0883815,0.614659,-0.0540832,-0.0540832,0.0218378,1.05064,-0.667184,-0.667184,0.00961644,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0942922,0.213643,0.221952,0.470113,6.59526,-1.10843,-5.19323,5.22046,3.53926,-8.54102,-8.79193,-4.35462,0.830467,0.225059,0.225059,1.03639,1.04836,-2.13505,-2.13505,0.000143107,0.473196,0.659695,0.659695,0.000727034,0.138893,0.540558,0.540558,1.94561,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.398467,0.154055,0.0498919,0.397586,5.46677,-3.24548,-9.75875,7.2902,-2.90033,-5.6515,-0.087124,-8.02226,0.0383176,-0.537194,-0.537194,1.82963,0.104886,-0.351634,-0.351634,0.48267,0.0579061,-0.91135,-0.91135,0.995543,0.676226,0.042758,0.042758,0.292601,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.133495,0.393855,0.11384,0.35881,5.29233,3.19274,8.27529,-1.84911,2.84363,-3.92887,-6.14195,-1.67113,0.0673001,0.12461,0.12461,0.848771,0.053641,-0.798847,-0.798847,0.513023,0.00626779,-0.777396,-0.777396,0.0407036,0.0943888,0.332666,0.332666,1.3718,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.299342,0.434969,0.0601879,0.205501,-3.09003,-0.146896,5.02942,-7.88263,5.26283,2.30431,-8.55347,-4.33162,2.81267,-0.855131,-0.855131,0.0442401,0.400507,-0.206286,-0.206286,0.8381,1.78599,0.0310032,0.0310032,0.0484456,2.54667,0.27518,0.27518,0.515453,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.096877,0.215079,0.59503,0.0930142,-2.28858,-6.94903,9.48493,-7.18767,0.332817,-2.66856,5.35037,-7.22905,0.992361,1.26104,1.26104,0.372455,0.0670362,1.02832,1.02832,0.215934,0.621522,-0.276623,-0.276623,0.0368798,0.403684,3.77064,3.77064,0.12484,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.485422,0.0523404,0.208893,0.253344,-3.9337,1.79479,5.25311,3.00621,-3.35376,5.89634,4.82254,-5.89476,1.17113,-0.32911,-0.32911,0.00860634,4.6617,0.132899,0.132899,0.601429,1.04086,0.168382,0.168382,2.24945,0.139289,-0.421845,-0.421845,0.0282284,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0185882,0.405706,0.40825,0.167455,6.73083,-7.32335,8.37513,9.93122,-9.9065,-6.35429,5.15606,-8.70836,2.67675,-0.0956232,-0.0956232,0.274439,0.783842,0.0991314,0.0991314,0.0694342,0.0424913,0.701269,0.701269,0.00460081,0.372105,-0.275748,-0.275748,5.45276,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.273914,0.0751003,0.513369,0.137616,5.50458,-4.03139,-7.93625,-3.72442,4.25067,0.0171455,0.519028,8.15324,0.0242214,-0.855567,-0.855567,0.022538,1.9505,0.338064,0.338064,1.15746,0.332983,0.018417,0.018417,0.133469,7.06811,-0.140474,-0.140474,0.0719321,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.369022,0.327004,0.0324216,0.271552,-1.555,-2.8842,-5.62266,5.32293,-0.751967,-8.73801,9.60209,2.5048,0.877841,0.178012,0.178012,0.0531703,0.00682196,-0.0818667,-0.0818667,0.032846,0.0174162,0.241479,0.241479,0.373836,0.35108,2.15608,2.15608,0.211629,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.291046,0.251715,0.278527,0.178713,-3.81846,-4.26418,7.32268,-4.02315,3.39297,7.4597,7.69057,-4.1647,0.98925,0.105402,0.105402,0.616136,0.293978,-4.19788,-4.19788,0.753369,2.99456,-1.1502,-1.1502,0.0465812,0.0380271,-0.673695,-0.673695,2.26988,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.264649,0.291571,0.286714,0.157067,-1.43993,1.32385,2.90479,-4.59751,0.935528,-9.83634,-9.13422,7.64421,1.58875,-0.277948,-0.277948,0.278195,0.152898,-0.0211401,-0.0211401,0.0182745,0.247417,-0.0734814,-0.0734814,0.0704189,0.458609,0.162346,0.162346,1.2611,-15341.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.109929,0.472307,0.105898,0.311866,9.26813,-7.23762,2.23262,8.8907,-7.91993,2.15851,-4.73671,-5.95574,0.207575,-0.746666,-0.746666,0.289778,0.443931,0.603012,0.603012,0.122773,0.653503,-0.215012,-0.215012,1.35666,0.882491,-0.0363614,-0.0363614,0.781736,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0944859,0.401378,0.138411,0.365725,4.98758,7.90094,-0.585298,-5.20324,6.51462,3.10091,-7.65257,8.5356,0.0733871,-1.19795,-1.19795,0.0167667,2.25594,-0.113284,-0.113284,0.212806,0.000823131,0.336976,0.336976,0.367876,0.0330841,1.09514,1.09514,0.117349,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.141414,0.56001,0.166237,0.132339,-6.6806,8.08074,-8.28672,-4.33402,9.50963,-7.85972,3.66659,-1.31554,1.15928,-1.19502,-1.19502,0.356837,4.53478,0.0982541,0.0982541,0.0387008,0.00178815,-0.726728,-0.726728,1.02639,0.175383,0.736428,0.736428,0.257846,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.268977,0.161593,0.413074,0.156356,5.31601,-6.33824,9.6546,2.09026,-4.54599,-7.91216,-5.41081,-2.74648,0.0194077,-0.972364,-0.972364,1.55152,0.911111,-0.0135756,-0.0135756,1.41925,5.04282,-0.961923,-0.961923,1.57874,0.683535,0.00268023,0.00268023,0.853119,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.274008,0.471224,0.0777404,0.177027,3.71865,-6.43712,6.9439,1.37474,4.56882,2.10425,-9.30951,3.00542,0.226563,0.128723,0.128723,0.00656653,0.0093476,-1.50248,-1.50248,2.51011,0.147479,0.162022,0.162022,1.04494,0.0145359,1.49588,1.49588,2.24807,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0697816,0.33831,0.435687,0.15622,-1.05832,-8.58352,5.79069,7.47982,-2.96171,-9.60432,-0.627987,9.54328,2.71973,0.073577,0.073577,2.41231,0.060983,-0.0921135,-0.0921135,0.405917,0.654732,0.391987,0.391987,0.185905,4.07262,-2.20778,-2.20778,2.16244e-05,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.05072,0.162343,0.246301,0.540636,4.92657,3.1017,0.882503,-3.57269,6.12444,-7.31395,-7.90131,4.35638,0.429947,-0.136808,-0.136808,0.00253761,1.51654,1.89282,1.89282,0.0331096,0.0108866,0.0864844,0.0864844,4.31204,0.789054,1.88518,1.88518,0.357547,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.512305,0.432404,0.00969926,0.0455912,-8.99374,8.79208,-3.93618,9.2364,7.69756,-0.00254905,-7.57017,3.76227,0.562222,-0.527994,-0.527994,0.549885,2.94818,0.127045,0.127045,2.9013,0.89893,0.650646,0.650646,0.0933943,1.32918,-1.3305,-1.3305,1.79721,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.357941,0.303033,0.08721,0.251816,-7.1245,-9.88591,-5.80371,-0.340334,-3.9843,3.75641,-9.30531,-3.90407,0.070833,0.364093,0.364093,0.152515,0.780296,-1.17802,-1.17802,0.00121204,0.0409324,3.1827,3.1827,0.0210013,0.0578534,0.452933,0.452933,0.0250964,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.271569,0.160154,0.11298,0.455297,-7.95178,-4.611,3.60168,-3.28689,5.25239,7.33565,-2.2526,-1.55155,0.522721,0.0357625,0.0357625,0.955394,0.0234719,0.177804,0.177804,0.27334,0.18743,0.0891326,0.0891326,0.0350513,0.364694,-0.969558,-0.969558,0.0562671,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.315643,0.185226,0.241506,0.257626,-2.23844,-4.91755,9.70459,2.94978,-0.116131,-2.86773,9.01972,-8.56517,2.57271,-0.490888,-0.490888,0.0525334,0.000342835,-0.105247,-0.105247,0.118603,0.410874,-0.777786,-0.777786,0.331085,4.92514,0.616932,0.616932,1.27219,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0924111,0.187739,0.526909,0.192942,8.19355,-7.32963,-7.04867,-9.77939,0.13629,5.22585,0.696478,-6.85902,0.00702431,-0.00257539,-0.00257539,0.0145763,3.72819,-0.0431647,-0.0431647,0.0153088,0.280353,-0.0135753,-0.0135753,3.91082,0.674585,0.83456,0.83456,1.11021,-13819.1,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.376703,0.0910146,0.115775,0.416508,3.87794,-1.33419,4.21159,-4.41787,0.543764,0.307714,4.85437,0.0478691,1.24555,0.0803158,0.0803158,0.861133,0.284983,0.242936,0.242936,1.43078,0.470736,0.0259003,0.0259003,0.023811,0.000434991,-0.0711336,-0.0711336,0.753571,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.16529,0.254403,0.295443,0.284864,-0.537077,3.49878,-8.9251,4.31844,3.79914,-7.72225,7.26768,8.79617,0.0153744,0.101057,0.101057,1.42866,0.0204617,0.101029,0.101029,2.47453,0.155416,0.0568202,0.0568202,0.326331,0.0320507,-2.79531,-2.79531,2.4009,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.246727,0.285619,0.176818,0.290836,-1.68727,-9.10583,-7.82183,-5.29088,8.18603,-0.476348,4.07295,6.86845,0.0406516,0.647539,0.647539,1.78855,1.75079,1.40654,1.40654,1.05618,0.0613089,-0.618069,-0.618069,0.0435448,0.00869365,-0.091821,-0.091821,2.25825,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.357526,0.165304,0.29942,0.17775,-5.01847,1.87426,9.50721,0.912863,1.56657,-8.6762,-4.0993,7.57268,0.0240896,-1.79024,-1.79024,0.138784,0.0787219,0.382657,0.382657,0.0212796,0.0065913,0.985088,0.985088,1.37678,9.98226e-06,-1.18943,-1.18943,0.172625,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.229779,0.261037,0.312008,0.197175,-6.82296,-1.03957,-2.00174,6.83263,-8.86956,3.93921,-1.74055,-4.70082,0.836095,-1.45903,-1.45903,0.462994,0.258388,2.0217,2.0217,0.428881,1.95788,0.0193913,0.0193913,0.0244667,0.765193,-1.81799,-1.81799,0.00600073,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.272768,0.545126,0.144765,0.0373411,6.13474,7.80655,-9.12546,0.208791,7.13006,-5.57195,-2.27109,-3.30713,5.96665,-2.10106,-2.10106,0.0205542,0.00636029,-0.288139,-0.288139,0.599874,1.44691,0.0179151,0.0179151,0.206281,2.61364,0.0211554,0.0211554,0.49807,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.256546,0.333185,0.119795,0.290475,-5.29202,5.04754,-5.80888,9.47873,0.951303,4.88947,-8.99474,3.16854,0.863528,-0.15839,-0.15839,0.603316,0.59986,-0.215946,-0.215946,0.0307697,0.00804256,0.129405,0.129405,0.064217,2.94159,-0.0149971,-0.0149971,0.619008,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.183339,0.241825,0.277449,0.297388,-8.71779,-9.76302,0.493507,-3.96813,5.33086,-8.65318,-9.38303,8.35322,0.0735326,-0.850681,-0.850681,2.22604,0.067862,-1.0221e-05,-1.0221e-05,0.371642,0.627534,-0.205195,-0.205195,0.303147,0.00903354,0.0946872,0.0946872,1.12282,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.154536,0.614175,0.177062,0.0542263,-7.66008,-9.82824,9.4226,4.35362,1.06505,3.06276,-5.9761,-6.37989,0.00427013,-0.880928,-0.880928,0.0726386,1.0321,-0.0120758,-0.0120758,1.68849,1.69326,0.180673,0.180673,1.48142,1.44878,1.58108,1.58108,2.32802,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.322129,0.25765,0.178263,0.241958,8.87327,7.21879,-4.67892,-4.61062,-2.30921,-7.22613,-0.190209,6.58414,0.0457739,-0.135975,-0.135975,0.374867,0.950518,0.260136,0.260136,1.15669,1.41715,0.214342,0.214342,0.353382,0.028095,0.218771,0.218771,0.853897,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.0568773,0.330576,0.182245,0.430301,-4.54996,-5.44856,-5.515,1.67807,-9.95186,7.34338,1.78191,-6.84964,0.553642,-1.05652,-1.05652,1.36019,0.12818,-2.62968,-2.62968,0.488217,0.195351,-2.5503,-2.5503,1.26547,0.0593701,-0.476924,-0.476924,0.124283,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.344293,0.340184,0.218433,0.0970907,5.726,3.64807,-4.68,-0.322263,-4.07195,7.13572,-0.786526,-3.89371,2.43909,-0.840416,-0.840416,0.152534,0.180248,0.485667,0.485667,0.530275,0.976196,-0.791617,-0.791617,2.22601,0.834724,1.48653,1.48653,0.696499,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.249105,0.304356,0.266566,0.179972,-8.97808,9.0001,7.9222,1.32055,6.04828,8.85216,-4.8444,-9.5574,2.2333,0.375478,0.375478,2.48595,0.0752215,-0.964797,-0.964797,0.24873,2.16633,1.58606,1.58606,0.244164,0.248258,-0.536056,-0.536056,0.00043847,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.402936,0.262122,0.218833,0.11611,9.21618,7.48489,-4.92763,-4.28958,1.71539,-5.4767,-6.56641,-3.4351,1.6423,0.0565072,0.0565072,0.259623,0.0507838,-0.297942,-0.297942,2.84069,0.0502843,1.67585,1.67585,0.00454388,0.753014,-0.704525,-0.704525,0.971615,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.12785,0.334576,0.287515,0.250059,1.74179,-2.12166,5.87417,-1.99536,-1.69662,-5.27596,7.34667,-4.88869,0.301178,1.81624,1.81624,0.808135,0.00772484,0.265321,0.265321,5.65,0.463637,-0.222081,-0.222081,5.64698,0.245874,-0.0510407,-0.0510407,0.0240608,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.191683,0.335884,0.291153,0.18128,-4.27814,0.0158074,8.34157,-0.237845,-9.98034,5.57234,-2.29575,-8.58524,0.090714,0.368326,0.368326,0.00758714,0.012574,0.944861,0.944861,9.07205,3.34421,1.01855,1.01855,0.0886521,0.0745301,-0.20822,-0.20822,0.213612,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,1
0.242788,0.416745,0.301243,0.0392244,7.61325,-5.7015,-6.00072,8.61356,-6.9982,-4.31009,-8.73134,-7.93041,1.25254,0.0123657,0.0123657,0.269723,0.0134751,0.0297722,0.0297722,0.220999,1.04193,0.333347,0.333347,0.31596,0.216943,-0.499224,-0.499224,2.27998,-56164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
